Number,stockId,SerialNumber,ProductName,Quantity,Costprice,Price,Department,Category
35337,31212,6.92E+12,CUP A214,1,5500,6000,Sales ,Uncategorised
35339,31214,6,MUSILAMU PLATE ,13,3042,4000,sales,Uncategorised
35340,31215,1000,KIDS MASK,28,200,500,Sales ,Uncategorised
35341,31216,2000,BLACK FACE MASK,12,200,500,sales,Uncategorised
35344,31232,130006455,GLASSES,10,2917,4500,sales,Uncategorised
35346,31234,6.93E+12,JOY TIFIN,0,14000,16500,sales,Uncategorised
35347,31235,6.96E+12,CROWN TIFIN,5,14000,16500,sales,Uncategorised
35348,31236,5,SEALED FRESH BOX PLASTIC,3,25000,29000,sales,Uncategorised
35349,31237,78888888888,JUG PLASTIC,0,24000,29000,Sales ,Uncategorised
35350,31238,6666666666,TONGS,2,3000,4000,,Uncategorised
35352,31240,1.00E+14,SAUSE PAN DISH,1,85000,98000,sales,Uncategorised
35353,31241,10000000000,CULTERLY ,1,35000,43000,sales,Uncategorised
35355,31243,2000000000,EXQUISITE TEA  SPOONS,2,5000,6000,sales,Uncategorised
35358,31246,111111,SPOONS & FORKS,3,5000,7000,sales,Uncategorised
35359,31247,222245,SAUCE  SPOONS,0,3000,3500,Sales ,Uncategorised
35361,31251,6.16E+11,GLIT LIQUID SOAP 1L,7,3500,4500,sales,Uncategorised
35363,31262,6.16E+12,KAKIRA SUGAR 2KG,7,9900,12000,sales,Uncategorised
35365,31264,9999999990,BEAUTIFUL BUCKET 20L,0,9000,12000,sales,Uncategorised
35366,31265,7777770,NICE BUCKET SMALL,2,5750,10000,sales,Uncategorised
35368,31267,66666602,SOFT BROOMS,3,4000,6000,sales,Uncategorised
35369,31268,5555222,TOILET BRUSHES 1,1,7000,9000,sales,Uncategorised
35370,31269,44442020,TOILET BRUSH 2,0,6000,7500,sales,Uncategorised
35371,31270,120120,DUSTPAN,4,10000,12000,sales,Uncategorised
35372,31271,3320202020,CARPERT BRUSH,4,8000,9500,Sales ,Uncategorised
35373,31272,41020200,COB WEB,1,6500,7500,Sales ,Uncategorised
37327,33207,256615,BIRTDAY CAKE 1,0,4000,6000,sales,Uncategorised
37330,33212,4.01E+12,NIVEA MEN BLACK ORIGINAL,3,6850,9000,sales,Uncategorised
37331,33213,4.01E+12,DEEP BLACK CARBON AMAZONIA NIVEA,3,6850,9000,sales,Uncategorised
37332,33214,4.01E+12,NIVEA WHITE INVISIBLE CLEAR,1,6850,9000,sales,Uncategorised
37335,33217,6.16E+12,LATO PLAIN YOGHURT 500G,2,3000,3700,sales,Uncategorised
37336,33218,6.16E+12,LATO YOGHURT VANILLA TIN 500G,4,3000,3700,sales,Uncategorised
37337,33219,6.16E+12,LATO YOGHURT STRAWBERRY TIN 500G,4,3000,3700,sales,Uncategorised
37340,33222,6.16E+12,LATO YOGHURT STRAWBERRY 400G,7,1800,2200,,Uncategorised
37341,33223,6.16E+12,LATO YOGHURT VANILLA 400G,5,1800,2200,sales,Uncategorised
37342,33224,6.16E+12,LATO STRAWBERRY 200G,8,800,1000,sales,Uncategorised
37343,33225,6.16E+12,LATO VANILLA 200G,8,800,1000,sales,Uncategorised
37344,33226,6.16E+12,BRAIN BOOSTER MAGANJO 500G,2,15000,23000,sales,Uncategorised
38326,33231,5,SEXY NIKERS,14,3754,4500,sales,Uncategorised
39326,35205,6.61E+12,KYOGERO PETROLEUM JELLY 250G,5,6000,7000,sales,Uncategorised
39327,35206,6.17E+12,KYOGERO PETROLEUM JELLY 150G,4,3292,4000,sales,Uncategorised
39328,35207,6.17E+12,KYOGERO HERBAL JELLY 100G,5,2667,3500,sales,Uncategorised
39329,35208,6.78E+12,KYOGERO HERBAL SOAP 120G,10,2500,3000,sales,Uncategorised
39330,35209,6.16E+12,LATO WHOLE MILK YOGHURT 450G,1,4300,5000,sales,Uncategorised
39332,35211,6.95E+12,LOLLIPOPS SWEET,58,390,500,sales,Uncategorised
40326,35212,6.32E+11,OLIVE SPRAY 472ML,4,11751,14000,sales,Uncategorised
40327,36201,6.29E+12,OLIVE SPRAY 85ML,0,5833,7000,Sales ,Uncategorised
40330,36204,6.00E+12,JOHNSON BABY LOTION SOAP 100G,0,3167,4000,sales,Uncategorised
40331,36205,6.00E+12,JOHNSON BABY SOAP 100G,0,3167,4000,sales,Uncategorised
40332,36206,6.00E+12,JOHNSON BABY OIL,1,8333,9700,sales,Uncategorised
40333,36209,8.69E+12,DURU SOAP TIN,3,9084,11000,sales,Uncategorised
40337,36213,7.50E+12,DOVE SOAP ROSA 135G,3,4000,5000,sales,Uncategorised
40339,36215,67238891190,DOVE SOAP ORIGINAL 135G,1,4000,5000,sales,Uncategorised
40340,36216,8.99E+12,JOHNSON POWDER !00G,2,3333,4000,Sales ,Uncategorised
40341,36217,6.00E+12,JOHNSON BABY JELLY  250ML,3,8125,9500,sales,Uncategorised
40342,36218,60052377,JOHNSON BABY JELLY 100ML,5,4167,5000,sales,Uncategorised
40345,36225,3.01E+12,GILLET SHEVERS,4,1600,2000,sales,Uncategorised
40347,36227,6.16E+12,VINEGAR 700ML,5,1375,2000,sales,Uncategorised
40348,36228,7.17E+11,VINEGAR AMERICAN GARDEN 473ML,1,7833,9500,sales,Uncategorised
40350,36232,6.16E+12,NEWMANS CRISPS 80G,5,2000,2300,sales,Uncategorised
40351,36234,6.16E+12,SESACO DADDIES 130g,34,2000,2500,sales,Uncategorised
40353,36236,505050,APPLE,26,1067,1300,sales,Uncategorised
42327,38206,6.16E+12,SUNSHINE HAPPY SNACK BEEF,0,398,500,sales,Uncategorised
42329,38208,6.16E+12,SUNSHINE HAPPY SNACK TOMATO,40,399,500,sales,Uncategorised
42330,38209,6.16E+12,SUNSHINE HAPPY SNACK ALWAYS,7,399,500,sales,Uncategorised
42331,38210,6.16E+12,SUNSHINE HAPPY SNACKS CHICKEN,18,398,500,sales,Uncategorised
42335,38218,6.00E+12,SAADZ QUALITYCOOKIES ,0,4500,5500,sales,Uncategorised
42336,38219,6.00E+12,SAADZ QUALITY COOKIES SMALL,0,2500,3000,sales,Uncategorised
42337,38220,6.16E+12,BALLET SOAP SHEA 100ML,4,2667,3500,sales,Uncategorised
42340,38223,6.16E+12,BALLET SOAP HONEY,5,2667,3500,sales,Uncategorised
42342,38225,98989,POPERS BIG,6,12000,14000,sales,Uncategorised
42343,38226,101010,WRAPERS,43,150,500,Sales ,Uncategorised
42344,38227,535220,BALOONS ,1,10500,12500,Sales ,Uncategorised
42346,38229,6.97E+12,KNIFE CANDLES,3,4000,4500,Sales ,Uncategorised
42347,38230,652632,PARTY POPERS,0,8000,9500,Sales ,Uncategorised
42348,38231,458965,POPPERS MEDIUM,3,7000,8500,sales,Uncategorised
42349,38232,623145,POPERS SMALL,2,6000,7000,Sales ,Uncategorised
42350,38233,85210,SMALLEST PARTY POPERS,1,4000,5500,sales,Uncategorised
42355,38238,963210,BEACH CAR MEDIUM,8,18000,25000,sales,Uncategorised
42356,38239,456123,BEACH CAR BIG 678B,2,28000,35000,sales,Uncategorised
42357,38240,123,WHITE CROWN MAN,1,3500,4500,sales,Uncategorised
42358,38241,7890,PUPPLE RIBBON,3,6000,8000,sales,Uncategorised
42359,38242,698520,GOLDEN RIBBON,4,4000,5000,sales,Uncategorised
42360,38243,147,WHITE RIBBONS,2,5000,7000,sales,Uncategorised
42361,38244,369,BIRTDAY BADGES,3,3000,3500,Sales ,Uncategorised
42364,38247,156,METALIC BIRTH DAY CROWN,15,4000,4500,sales,Uncategorised
42367,38250,6.95E+12,BABY SHOWER,6,9000,10000,Sales ,Uncategorised
42368,38251,6321000,HAPPY BIRTDAY BANNERS BLUE,10,10500,12000,Sales ,Uncategorised
42369,38252,6654789,CAPE NUMBERS CROWN,0,3500,4500,sales,Uncategorised
42370,38253,667890,BIRTHDAY CANDLES BIG,7,8500,10000,Sales ,Uncategorised
42371,38254,4456123,BIRTHDAY CANDLES MEDIUM,2,7000,8200,sales,Uncategorised
42372,38255,556612,BIRTHDAY CANDLES SMALL(6PC),1,5000,6000,sales,Uncategorised
42373,38256,778900,GOLDEN RIBBON ROUND,5,7500,8500,sales,Uncategorised
42374,38257,6654321,DOTTED ROUND RIBBONS,4,7500,8500,sales,Uncategorised
42375,38258,432150,PLAIN ROUND RIBBONS,5,6000,7000,sales,Uncategorised
42376,38259,1.67E+12,CANDLE NUMBERS,4,3000,3500,Sales ,Uncategorised
42377,38260,6.68E+12,BIRTHDAY SMALLEST CANDLES,0,1000,1500,sales,Uncategorised
42378,38261,334657,PAPER WRAPPERS,44,1225,2000,,Uncategorised
43326,38269,6.17E+12,SENSODYNE MULT-CARE 40G,2,4654,5500,,Uncategorised
43327,39202,6.16E+12,BIC CRISTAL BLACK,55,450,600,Sales ,Uncategorised
43328,39203,6.16E+12,BIC CRISTAL RED PENS,80,450,600,Sales ,Uncategorised
43329,39204,8.96E+12,NISA HONEY LOTION 200ML,6,5600,6500,Sales ,Uncategorised
43330,39205,8.96E+12,NISA HONEY LOTION 100ML,0,3200,4000,sales,Uncategorised
43331,39206,8.96E+12,NISA HAIR REMOVAL  CUCUMBER 60ML,0,5000,6000,Sales ,Uncategorised
43332,39207,8.96E+12,NISA HAIR REMOVAL ROSE 60ML,0,5000,6000,Sales ,Uncategorised
43333,39208,8.96E+12,NISA HAIR REMOVAL LEMON 60ML,0,5000,6000,Sales ,Uncategorised
43334,39209,8.96E+12,NISA HAIR REMOVAL LEMON 120ML,3,7500,9000,sales,Uncategorised
43335,39210,8.96E+12,NISA HAIR REMOVA ROSE 120ML,5,7500,9000,sales,Uncategorised
43336,39211,8.96E+12,NISA HAIR REMOVAL CUCUMBER 120ML,2,7500,9000,sales,Uncategorised
43338,39213,55467,SMALL COOKIES,3,417,500,Sales ,Uncategorised
43341,39216,6.16E+12,LATO MILK YOGHURT CHOCOLATE 125ML,29,829,1000,sales,Uncategorised
43342,39217,61640028126,LATO MILK YOGHURT CHOCOLATE 125 CARTON,1,19900,23000,sales,Uncategorised
43343,39221,6.16E+12,COMRADE DOG FEED,2,35000,40000,Sales ,Uncategorised
43344,39222,6.16E+12,CHAMPION DOG FEED,0,25000,30000,Sales ,Uncategorised
43345,39225,616110,BIRTHDAY CAKE 3,2,13500,16000,sales,Uncategorised
43349,39233,500500,CHART SMALL CARDS,127,125,500,Sales ,Uncategorised
43352,39238,3000,BLUE MASK,1,200,500,Sales ,Uncategorised
44330,40209,6.16E+12,VANILLA FLAVOUR ICECREAM 220ML,2,1500,2000,sales,Uncategorised
44332,40216,4.01E+12,NIVEA PEARL & BEAUTY 50ML,3,6850,9000,sales,Uncategorised
44333,40217,8.90E+12,FOGGO MASTER,6,13750,20000,sales,Uncategorised
44334,40219,4.01E+12,NIVEA FRESH ENERGY SPRAY,3,9583,12000,sales,Uncategorised
44335,40220,4.01E+12,NIVEA PEARL & BEAUTY 150ML,3,9583,12000,sales,Uncategorised
44336,40221,50075126,REXONA BIORYTHM,0,9000,10000,sales,Uncategorised
44338,40223,8.71E+12,REXONA SPRAY 200ML,3,10000,12000,sales,Uncategorised
44339,40224,8.90E+12,DOVE BIG SPRAY 250ML,1,11000,13000,sales,Uncategorised
44340,40225,8.71E+12,DOVE SMALL SPRAY 150ML,1,8000,10000,sales,Uncategorised
44341,40226,6.15E+11,RASASI FEELING PERFUME 200ML,3,9000,12000,sales,Uncategorised
44342,40227,6.09E+12,ARMAF PERFUME 200ML,1,9500,11000,sales,Uncategorised
44343,40228,6.00E+12,YARDLEY DEO 50ML,0,6000,7000,sales,Uncategorised
44344,40229,60013740357,SHOWER TO SHOWER 50ML,9,4000,5500,sales,Uncategorised
44346,40231,6.29E+12,CA PERFUMES,3,7250,10000,sales,Uncategorised
44347,40232,6.29E+12,EMPER BOBDY SPRAY 250ML,3,13000,15000,Sales ,Uncategorised
44348,40233,6.29E+12,EMPER 200ML,4,9000,11000,sales,Uncategorised
45327,40234,6.16E+12,EMPIRE GINGER COOKIES 130G,15,1800,2200,sales,Uncategorised
45328,41205,6.16E+12,NEWMANS GONJA 100G,10,2263,2500,sales,Uncategorised
45330,41209,8.75E+12,SMART PERFUME BODY SPRAY 200ML,2,8000,10000,sales,Uncategorised
45335,41214,6.30E+11,GLAMAR BODY SPRAY 250ML,1,9000,11000,sales,Uncategorised
45336,41215,6.76E+12,GLAMAR PERFUME 200ML,5,8571,10000,Sales ,Uncategorised
45337,41216,6.09E+12,ARMAF BODY SPRAY 250ML,2,12000,15000,sales,Uncategorised
45338,41217,6.29E+12,CA BODY SPRAY 250ML,1,11000,13000,Sales ,Uncategorised
45339,41218,3.59E+12,STYLE PERFUME 265ML,1,9000,12000,sales,Uncategorised
45341,41220,26169042583,BODY FANTASIES SPRAY 236ML,3,19500,23000,sales,Uncategorised
45342,41222,6.10E+12,PUMPKIN FLOUR 1KG,1,4500,5500,sales,Uncategorised
45343,41223,6.80E+12,PURE RICE FLOOR KABODY 1KG,4,4500,6000,sales,Uncategorised
45348,41231,6.16E+12,NICE TIP TOP,40,458,600,sales,Uncategorised
46344,42228,6.16E+12,MAGANJO MILLED SUPER RICE  5KG,0,22000,30000,sales,Uncategorised
46345,42229,6.16E+12,WEETABIX STRAWBERRY 500G,6,13500,16000,sales,Uncategorised
46353,42258,6.16E+12,LATO MILK YOGHURT CHOCLATE 250ML,26,1691,2000,sales,Uncategorised
46354,42261,61640028122,LATO FLAVOURED MILK CHOCOLATE 250 CARTON,0,40725,47000,sales,Uncategorised
46355,42263,6164002812,LATO MILK YOGHURT VANILLA 250ML CARTO N,1,40575,47000,sales,Uncategorised
46357,42265,6.15E+12,WANDAZ HERBAL PETROLEUM JELLY 250G,2,5000,6000,sales,Uncategorised
46358,42266,6.15E+12,WANDAZ BABY JELLY 110G,6,2500,3000,sales,Uncategorised
46359,42267,6.15E+12,WANDAZ HERBAL JELLY 100G,4,2500,3000,sales,Uncategorised
46360,42268,6.15E+12,WANDAZ PETROLEUM 100G,2,2500,3000,sales,Uncategorised
46361,42269,7.45E+11,TEJU MANGO JUICE 200ML,16,1000,1200,sales,Uncategorised
46363,42282,6.22E+12,BANANA CHOCOLATE ,0,2938,3500,Sales ,Uncategorised
46367,42293,6.16E+12,SAVANAH PINEAPPLE 3L,0,17667,21000,Sales ,Uncategorised
46368,42294,6.16E+12,SAVANNAH ORANGE 3L,2,17667,21000,Sales ,Uncategorised
46369,42295,6.16E+12,SAVANNAH MANGO 3L,1,17667,21000,Sales ,Uncategorised
46372,42308,6.16E+12,MARIE BUSCUIT 40G,99,400,500,sales,Uncategorised
46374,42316,6.93E+12,STICK NOTES PADS BIG,4,1500,2000,Sales ,Uncategorised
46376,42318,6188956,CLEAR BAGS,7,583,1500,sales,Uncategorised
46377,42320,6.16E+12,SHREEJI BOOKS 200PGS,0,3000,3500,sales,Uncategorised
46378,42322,6.16E+12,OYO BEEF MIX 200G,5,3167,3800,sales,Uncategorised
46380,42323,6.16E+12,ROYCO CHICKEN,6,5000,5700,sales,Uncategorised
46383,42329,6.16E+12,VASELINE COCOA BUTTER 250G,1,7885,9000,sales,Uncategorised
46385,42332,6.16E+12,GEISHA CHACOAL 225G,15,4310,5000,sales,Uncategorised
46390,42341,6.16E+12,WHITE DENT 110G,0,4000,4500,Sales ,Uncategorised
46391,42343,6.00E+12,COLGATE MAXIMUM 35G,12,1688,2000,sales,Uncategorised
46392,42344,8.85E+12,COLGATE MAXIMUM 140G,11,5792,6500,sales,Uncategorised
46394,42346,612345,FACE TOWELS SMOOTH,2,896,1500,sales,Uncategorised
46396,42351,17226554,HARD CONES KAN TIN,0,6600,8000,sales,Uncategorised
46397,42352,5.29E+12,INDOMIE BEEF NODLES,17,1575,2000,sales,Uncategorised
46400,42355,6.01E+12, CLOVERS SUPPER MANDAZI,3,1200,1500,Sales ,Uncategorised
46402,42357,5078602,SASAN LADIES FULL BRIEFS,1,39300,41000,Sales ,Uncategorised
46403,42358,6.22E+12,MAXELL TOILET CLEANER LEMON 700ML,1,7500,8500,Sales ,Uncategorised
46408,42376,6.16E+12,MACDO MANGO JUICE 500ML,4,1250,1500,Sales ,Uncategorised
46409,42377,6.16E+12,MACDO MANGO JUICE 300ML,0,792,1000,sales,Uncategorised
47366,43285,6.16E+12,MIRINDA ORANGE 330ML,0,833,1000,sales,Uncategorised
47367,43286,6.16E+12,MIRINDA PINEAPPLE 330ML,0,833,1000,sales,Uncategorised
47368,43287,200230,MIRINDA APPLE 330ML CARTON,0,10000,11500,sales,Uncategorised
47369,43288,6.16E+12,SWT-1 2KG,3,11000,13000,sales,Uncategorised
47370,43292,5.29E+12,INDOMIE INSTANT NOODLES BEEF 70G,30,900,1200,sales,Uncategorised
47373,43296,6321450,BOY KIDS PANTY SET,2,12500,14500,sales,Uncategorised
47374,43298,546987210,GOLD FORKS & SPOONS,5,12500,15000,sales,Uncategorised
47376,43300,2316540,WHITE SIDE PLATES ,14,2700,3500,sales,Uncategorised
47379,43314,6.16E+12,BEEF NODLES 70G,33,775,1200,,Uncategorised
47380,43315,6.16E+12,TASTY CHICKEN NOODLES 70G,53,800,1200,sales,Uncategorised
47381,43316,6.16E+12,RIHAM GLUCOSE BISCUIT BOX19G,1,16000,18500,sales,Uncategorised
47382,43318,7.16E+12,MAMA PRIDE SMALL SWEET BREAD ,5,2500,2800,sales,Uncategorised
47384,43322,4.72E+12,ERASER RUBBER,3,267,500,Sales ,Uncategorised
47385,43326,6.16E+12,KAZIRE RED TONIC 350ML,13,1667,2000,sales,Uncategorised
47386,43327,6.16E+12,KAZIRE LEMON GREAN TEA DRINK 320ML,11,1667,2000,Sales ,Uncategorised
47388,43329,6.01E+12,JIK 750ML,16,7500,9000,sales,Uncategorised
47390,43330,8.01E+12,OLITALIA POMACE OIL 500ML,3,18000,32000,sales,Uncategorised
47391,43332,8.01E+12,OLITALIA OLIVE POMACE 250ML,0,19333,24000,sales,Uncategorised
47392,43333,6.58E+11,OLITALIA OLIVE EXTRA VIRGIN 100ML,0,9833,18000,sales,Uncategorised
47393,43335,6.16E+12,MONTERIN DOOM 400ML,0,14167,17000,sales,Uncategorised
47395,43337,6.92E+12,SOY SOURCE 500ML,2,7500,9000,,Uncategorised
47396,43338,6.92E+12,SOY SAUCE 150ML,3,3750,4500,sales,Uncategorised
47397,43339,2456130,BLUE CROCKS 2PCS,1,30000,37000,sales,Uncategorised
48363,44272,7.45E+11,SHAMBA TEA BAGS ,6,3200,4500,sales,Uncategorised
48364,44273,7.45E+11,SHAMBA BLACK TEA 50G,19,1000,2000,sales,Uncategorised
48365,44274,7.45E+11,SHAMBA TEA 100G,12,2000,3000,sales,Uncategorised
48367,44277,8.91E+12,DINGO ECLARES ,0,3462,4500,sales,Uncategorised
49361,46272,5641230,HACCO RULERS,15,1333,1700,sales,Uncategorised
49362,46278,6.16E+12,UGACHICK GIZZARDS 500G,4,9700,11000,sales,Uncategorised
49363,46280,6.16E+12,DRUMSTICK 500G,0,13250,15000,sales,Uncategorised
49364,46284,6.16E+12,UGACHICK SUPER 2KG,5,35000,40000,sales,Uncategorised
49365,46286,6.01E+13,Rwenzori Carton  1.5L,1,18000,22000,sales,Uncategorised
49369,46294,5.75E+11,AFRICA SPICES CHICKEN STEW 50G,7,2750,3500,sales,Uncategorised
49370,46295,5.75E+11,AFRICA SPICES FISH MASALA 50G,11,2750,3500,sales,Uncategorised
49371,46296,7.74E+11,AFRICA SPICES BEEF STEW 50G,5,2750,3500,sales,Uncategorised
49372,46297,6.35E+12,AFRICA SPICES RED PEPPER 50G,6,2750,3500,sales,Uncategorised
49374,46309,14796602270,SAFA TOMATO PASTE400G,11,4271,6000,sales,Uncategorised
49375,46310,6.16E+12,CHICKEN CURRY MASALA 100G,2,3833,4500,sales,Uncategorised
49376,46311,6.16E+12,BEEF CURRY MASALA 100G,4,3650,4500,sales,Uncategorised
49378,46314,6.01E+12,UBISCO BUSCUIT,4,8000,10000,sales,Uncategorised
49382,46317,6.20E+12,UKWAJU TAMARID 300ML,39,1271,2000,sales,Uncategorised
49383,46321,6.16E+12,MIRINDA PINEAPPLE 500ML,7,1250,1500,Sales ,Uncategorised
49384,46323,612180,MIRINDA FRUITY 330ML CARTON,0,10250,11500,sales,Uncategorised
49385,46331,6.16E+12,NEWMANS PEANUTS 120G,6,2000,2300,sales,Uncategorised
49387,46336,6.16E+12,NEWMANS CRISPS 500G,1,9000,10000,sales,Uncategorised
49388,46337,6.16E+12,NEWMABS CRISPS 25G,9,450,600,sales,Uncategorised
49389,46341,6.16E+12,NEWMANS HARDCONES 170G,5,2000,2300,sales,Uncategorised
49390,46342,6.16E+12,NEWMANS HARDCONES 80G,7,1000,1200,sales,Uncategorised
49392,46345,6.16E+12,LATO POWDERED MILK TIN 900G,2,34600,42000,sales,Uncategorised
50361,47276,8.91E+12,DENT-UP TOOTH BRUSH,14,667,1000,Sales ,Uncategorised
50364,47285,6.92E+12,COLGATE HERBAL 70G,13,3333,4000,sales,Uncategorised
50365,47287,6.16E+12,ROCKI COOKING OIL 3L,9,24460,31000,sales,Uncategorised
50366,47289,6.16E+12,SUNLIGHT HAND WASH 500G,7,4658,5500,sales,Uncategorised
50367,47290,8.70E+12,MUHAMOOD RICE 5KG,2,49000,57000,sales,Uncategorised
50368,47291,6.16E+12,SWT-1 RICE 1KG GREEN,3,5125,6500,sales,Uncategorised
50369,47292,612589630,SWT-LG RICE 5KG,6,31500,38000,sales,Uncategorised
50370,47293,6.16E+12,TOSS WHITE DETERGENT 500G,5,5000,6000,Sales ,Uncategorised
50371,47294,6.16E+12,TOSS BRIGHT DETERGENT 500G,2,5000,6000,Sales ,Uncategorised
50375,47299,6.16E+12,GALAY PACK DISPOSABLE GLASS 180ML,14,1250,1800,,Uncategorised
50377,47303,1001480169,KUNAL COTTON HANDKERCHIEF SMALL,7,2500,3500,sales,Uncategorised
50379,47305,6.97E+13,DOUBLE PEG,1,13333,18000,Sales ,Uncategorised
50380,47306,6.93E+12,LIXIA HANGER,10,8000,10000,Sales ,Uncategorised
50382,47308,100148016,KUNAL COTTON HANDCHIEF 500,0,2917,3500,sales,Uncategorised
50383,47310,6.92E+12,FAMILY FRESH YOGHURT VANILLA 500ML,4,2900,3500,sales,Uncategorised
50386,47313,7.04E+11,UBISCO DIGESTIVE BISCUIT 1KG,5,13300,16500,sales,Uncategorised
50387,47314,6.16E+12,HILL WATER 500ML,17,625,1000,Sales ,Uncategorised
50389,47316,6.92E+12,CARTOON KING FRUIT ETHNIGITY,31,400,500,sales,Uncategorised
50390,47317,5.03E+12,HUGGIES DRY COMFORT 3,1,26667,32000,sales,Uncategorised
50391,47318,5.03E+12,HUGGIES DRY COMFORT 4,2,26667,32000,sales,Uncategorised
50393,47320,6.90E+12,NEW DAY COOKIES,4,2000,2500,Sales ,Uncategorised
50399,47329,4.02E+12,FA MEN SPRAY,4,7500,10000,sales,Uncategorised
50403,47338,9049027,MINUTE MAID MANGO  400ML CARTON,0,25000,29000,sales,Uncategorised
50411,47359,6.16E+12,BABY SOYA WITH ENKEJJE 2KG,3,10000,12000,Sales ,Uncategorised
50412,47363,6.15E+12,WANDAZ PETROLEUM JELLY 250ML,2,5000,6000,sales,Uncategorised
50413,47364,6.15E+12,WANDAZ DISINFECTANT 500ML,3,5500,6500,Sales ,Uncategorised
50414,47373,42117131,COCACOLA 350ML,0,875,1000,sales,Uncategorised
50415,47375,5.06E+12,POWER PLAY 400ML,13,1520,2000,sales,Uncategorised
50420,47386,6.68E+12,SIMSIM,6,1800,2200,sales,Uncategorised
50422,47391,6.00E+12,DETTOL HERBAL 175G,0,4583,5500,sales,Uncategorised
50424,47393,6.00E+12,DETTOL SKINCARE 75G,0,4583,5500,sales,Uncategorised
50425,47394,6.00E+12,DETTOL COOL 175G,0,4583,5500,sales,Uncategorised
50426,47395,6.92E+12,COLGATE HERBAL 35G,9,1709,2000,sales,Uncategorised
50428,47401,6.96E+12,FRUIT PEELER METALLIC,3,3000,4000,sales,Uncategorised
50430,47405,6.00E+12,DETTOL FRESH 175G,0,4583,5500,sales,Uncategorised
50432,47415,5.01E+12,GILBEYS GIN 750ML,1,35000,40000,sales,Uncategorised
50433,47416,6.16E+12,SMIRNOFF 750ML,1,35000,40000,sales,Uncategorised
50437,47421,6.00E+12,FOUR COUSINS  SWT RED 750ML,0,30000,32000,sales,Uncategorised
50438,47422,6.00E+12,NEDERBURG 750ML,1,42000,48000,sales,Uncategorised
50441,47425,6.01E+12,MOHANS 750ML,0,30000,35000,sales,Uncategorised
50442,47426,6.00E+12,FOUR COUSINS SWT WHITE  750ML,1,30000,32000,sales,Uncategorised
50443,47427,6.16E+12,UGANDA WARAGI 750ML,1,30000,32000,,Uncategorised
50444,47432,6.16E+12,ROCKI 500ML,10,4375,5500,sales,Uncategorised
50445,47433,6.16E+12,ROCKI 1L,1,9167,11500,sales,Uncategorised
50448,47436,5.00E+12,VAT 69 750ML,1,57500,65000,sales,Uncategorised
50450,47449,6.00E+12,NESTLE HOT CHOCOLATE 250G,0,18000,21000,Sales ,Uncategorised
50451,47450,612398,ADDA MEN SANDLES-8,2,40000,46000,sales,Uncategorised
50453,47452,6154789654,CUSHONS CAR PILLOWS,2,30000,35000,Sales ,Uncategorised
50455,47455,6.16E+12,GINGER BUSCUIT 60G,0,833,1000,sales,Uncategorised
50457,47460,6154789,CARRYING BASKET ,0,20000,23000,Sales ,Uncategorised
50459,47472,6.16E+12,NUMA SOYA RICE 500G,0,3000,3500,Sales ,Uncategorised
50460,47473,6.16E+12,NUMA RICE FLOUR 1KG,5,6000,7000,sales,Uncategorised
50461,47474,6.16E+12,NUMA KARO 1KG,5,5000,6000,Sales ,Uncategorised
50462,47475,6.16E+12,NUMA BUSHERA 1KG,17,5000,6000,sales,Uncategorised
50464,47482,5.00E+12,DURACELL ORIGINAL,2,4167,5500,sales,Uncategorised
50465,47483,5.00E+12,DURACELL AAA ORIGINAL,3,4334,5500,sales,Uncategorised
50466,47484,613467890,TIGRE HEAD BATERY ,10,2000,2500,sales,Uncategorised
50467,47485,612458970,PANASUPER BATTERY,1,1667,2500,sales,Uncategorised
50469,47487,6.17E+11,MINDY TOP SECURITYY 70MM,2,17000,23000,sales,Uncategorised
50471,47489,612354870,STELAR PADLOCK 70MM,5,12000,16000,sales,Uncategorised
50472,47490,61234560,BOALING 70MM PADLOCK,5,13000,20000,sales,Uncategorised
50473,47491,6325410,MINDY WOLD CLASS GOLD PADLOCK,1,11500,17000,sales,Uncategorised
50476,47494,6178941020,TRI-CIRCLE BLACK 365,0,6667,8000,Sales ,Uncategorised
50478,47500,6.01E+12,SO SURE MAXI PADS,6,6500,7500,Sales ,Uncategorised
50479,47503,40822099,SPRITE 350ML,0,854,1000,sales,Uncategorised
50480,47507,6.16E+12,CLIMAX FOREST FRUITS,12,1667,2300,sales,Uncategorised
50481,47508,6.16E+12,CLIMAX BERRIES,11,1667,2300,sales,Uncategorised
50482,47510,6.29E+12,NUTRO TEA BUSCUIT ,6,2583,3500,sales,Uncategorised
50483,47511,6.16E+12,NUMA SUPER RICE 1KG,2,7000,8000,sales,Uncategorised
50484,47512,6.16E+12,RADIANT  HAIR OIL 50ML ,5,2500,3000,Sales ,Uncategorised
51458,47519,6.16E+12,MAGANJO MILLED SUPER RICE 2KG,2,10000,12000,sales,Uncategorised
51459,48474,6.16E+12,BEEF VIENNAS 500G,0,16000,18500,sales,Uncategorised
51460,48475,7.64E+11,SHANA HERBAL GENTLE WASH 100ML,10,10000,12000,sales,Uncategorised
51462,48478,9.99E+12,BLEACH PLUS 750ML,0,4400,5000,Sales ,Uncategorised
51463,48480,4.01E+12,BANTAN AFRICAN COFFEE 100G,5,5000,6000,Sales ,Uncategorised
52458,49469,6.94E+12,COLOR CRAYONS,5,1250,2000,sales,Uncategorised
